Ventana 00 [2025-12-23T00:00 -> 2025-12-23T04:00] - 1075 pedidos
    id=882272 | destino=SVMI | fecha=2025-12-23 | hora=00:04
    id=882526 | destino=SKBO | fecha=2025-12-23 | hora=00:13
    id=882536 | destino=EDDI | fecha=2025-12-23 | hora=00:13
    id=882512 | destino=SVMI | fecha=2025-12-23 | hora=00:14
    id=882542 | destino=SVMI | fecha=2025-12-23 | hora=00:14
    id=882543 | destino=SVMI | fecha=2025-12-23 | hora=00:12
    id=882456 | destino=OJAI | fecha=2025-12-23 | hora=00:15
    id=882545 | destino=OJAI | fecha=2025-12-23 | hora=00:14
    id=882511 | destino=UMMS | fecha=2025-12-23 | hora=00:15
    id=882519 | destino=EHAM | fecha=2025-12-23 | hora=00:15
    id=882460 | destino=SUAA | fecha=2025-12-23 | hora=00:16
    id=882489 | destino=EKCH | fecha=2025-12-23 | hora=00:16
    id=882514 | destino=OPKC | fecha=2025-12-23 | hora=00:16
    id=882551 | destino=OPKC | fecha=2025-12-23 | hora=00:15
    id=882537 | destino=OMDB | fecha=2025-12-23 | hora=00:16
    id=882515 | destino=OAKB | fecha=2025-12-23 | hora=00:17
    id=882528 | destino=SGAS | fecha=2025-12-23 | hora=00:17
    id=882532 | destino=SEQM | fecha=2025-12-23 | hora=00:17
    id=882541 | destino=EDDI | fecha=2025-12-23 | hora=00:17
    id=882547 | destino=UMMS | fecha=2025-12-23 | hora=00:17
    id=882556 | destino=SEQM | fecha=2025-12-23 | hora=00:17
    id=882127 | destino=OERK | fecha=2025-12-23 | hora=00:18
    id=882559 | destino=SEQM | fecha=2025-12-23 | hora=00:18
    id=882523 | destino=SLLP | fecha=2025-12-23 | hora=00:19
    id=882540 | destino=SKBO | fecha=2025-12-23 | hora=00:19
    id=882560 | destino=OERK | fecha=2025-12-23 | hora=00:19
    id=882426 | destino=LOWW | fecha=2025-12-23 | hora=00:20
    id=882524 | destino=LKPR | fecha=2025-12-23 | hora=00:20
    id=882544 | destino=SVMI | fecha=2025-12-23 | hora=00:20
    id=882546 | destino=OJAI | fecha=2025-12-23 | hora=00:20
    id=882566 | destino=LKPR | fecha=2025-12-23 | hora=00:20
    id=882534 | destino=OYSN | fecha=2025-12-23 | hora=00:21
    id=882538 | destino=LATI | fecha=2025-12-23 | hora=00:21
    id=882571 | destino=LATI | fecha=2025-12-23 | hora=00:20
    id=882539 | destino=LBSF | fecha=2025-12-23 | hora=00:21
    id=882573 | destino=LBSF | fecha=2025-12-23 | hora=00:18
    id=882553 | destino=OMDB | fecha=2025-12-23 | hora=00:21
    id=882562 | destino=SLLP | fecha=2025-12-23 | hora=00:21
    id=881970 | destino=SABE | fecha=2025-12-23 | hora=00:22
    id=882533 | destino=SCEL | fecha=2025-12-23 | hora=00:22
    id=882535 | destino=OOMS | fecha=2025-12-23 | hora=00:22
    id=882548 | destino=EHAM | fecha=2025-12-23 | hora=00:22
    id=882572 | destino=LATI | fecha=2025-12-23 | hora=00:22
    id=882574 | destino=LBSF | fecha=2025-12-23 | hora=00:22
    id=882563 | destino=SKBO | fecha=2025-12-23 | hora=00:23
    id=882520 | destino=LDZA | fecha=2025-12-23 | hora=00:24
    id=882552 | destino=OPKC | fecha=2025-12-23 | hora=00:24
    id=882554 | destino=OAKB | fecha=2025-12-23 | hora=00:24
    id=882570 | destino=OYSN | fecha=2025-12-23 | hora=00:24
    id=882228 | destino=OSDI | fecha=2025-12-23 | hora=00:25
    id=882510 | destino=VIDP | fecha=2025-12-23 | hora=00:25
    id=882555 | destino=SGAS | fecha=2025-12-23 | hora=00:25
    id=882575 | destino=OMDB | fecha=2025-12-23 | hora=00:25
    id=882581 | destino=LATI | fecha=2025-12-23 | hora=00:25
    id=882587 | destino=OYSN | fecha=2025-12-23 | hora=00:25
    id=882550 | destino=EKCH | fecha=2025-12-23 | hora=00:26
    id=882557 | destino=EDDI | fecha=2025-12-23 | hora=00:26
    id=882567 | destino=SVMI | fecha=2025-12-23 | hora=00:26
    id=882596 | destino=SVMI | fecha=2025-12-23 | hora=00:25
    id=882585 | destino=OPKC | fecha=2025-12-23 | hora=00:27
    id=882455 | destino=SBBR | fecha=2025-12-23 | hora=00:28
    id=882568 | destino=OJAI | fecha=2025-12-23 | hora=00:28
    id=882569 | destino=LKPR | fecha=2025-12-23 | hora=00:28
    id=882601 | destino=LKPR | fecha=2025-12-23 | hora=00:26
    id=882576 | destino=SLLP | fecha=2025-12-23 | hora=00:28
    id=882603 | destino=SLLP | fecha=2025-12-23 | hora=00:26
    id=882578 | destino=SCEL | fecha=2025-12-23 | hora=00:28
    id=882605 | destino=SCEL | fecha=2025-12-23 | hora=00:27
    id=882591 | destino=OMDB | fecha=2025-12-23 | hora=00:28
    id=882606 | destino=SCEL | fecha=2025-12-23 | hora=00:28
    id=882580 | destino=EHAM | fecha=2025-12-23 | hora=00:29
    id=882561 | destino=SEQM | fecha=2025-12-23 | hora=00:30
    id=882610 | destino=SEQM | fecha=2025-12-23 | hora=00:26
    id=882597 | destino=SVMI | fecha=2025-12-23 | hora=00:30
    id=882598 | destino=OPKC | fecha=2025-12-23 | hora=00:30
    id=882613 | destino=OPKC | fecha=2025-12-23 | hora=00:29
    id=882582 | destino=LBSF | fecha=2025-12-23 | hora=00:31
    id=882583 | destino=SKBO | fecha=2025-12-23 | hora=00:31
    id=882616 | destino=SKBO | fecha=2025-12-23 | hora=00:29
    id=882600 | destino=OJAI | fecha=2025-12-23 | hora=00:31
    id=882607 | destino=OMDB | fecha=2025-12-23 | hora=00:31
    id=882579 | destino=OOMS | fecha=2025-12-23 | hora=00:32
    id=882584 | destino=LDZA | fecha=2025-12-23 | hora=00:32
    id=882592 | destino=LATI | fecha=2025-12-23 | hora=00:32
    id=882558 | destino=UMMS | fecha=2025-12-23 | hora=00:33
    id=882609 | destino=EHAM | fecha=2025-12-23 | hora=00:33
    id=882624 | destino=EHAM | fecha=2025-12-23 | hora=00:28
    id=882549 | destino=SUAA | fecha=2025-12-23 | hora=00:34
    id=882586 | destino=OAKB | fecha=2025-12-23 | hora=00:34
    id=882595 | destino=EDDI | fecha=2025-12-23 | hora=00:34
    id=882604 | destino=SLLP | fecha=2025-12-23 | hora=00:34
    id=882608 | destino=SCEL | fecha=2025-12-23 | hora=00:34
    id=882611 | destino=SEQM | fecha=2025-12-23 | hora=00:34
    id=882615 | destino=LBSF | fecha=2025-12-23 | hora=00:34
    id=882621 | destino=LDZA | fecha=2025-12-23 | hora=00:34
    id=882564 | destino=OERK | fecha=2025-12-23 | hora=00:35
    id=882593 | destino=OYSN | fecha=2025-12-23 | hora=00:35
    id=882612 | destino=SVMI | fecha=2025-12-23 | hora=00:35
    id=882619 | destino=OMDB | fecha=2025-12-23 | hora=00:35
    id=882631 | destino=SEQM | fecha=2025-12-23 | hora=00:35
    id=882638 | destino=SEQM | fecha=2025-12-23 | hora=00:33
    id=882577 | destino=SABE | fecha=2025-12-23 | hora=00:36
    id=882625 | destino=EHAM | fecha=2025-12-23 | hora=00:36
    id=882634 | destino=OERK | fecha=2025-12-23 | hora=00:36
    id=882637 | destino=OMDB | fecha=2025-12-23 | hora=00:36
    id=882590 | destino=SGAS | fecha=2025-12-23 | hora=00:37
    id=882602 | destino=LKPR | fecha=2025-12-23 | hora=00:37
    id=882618 | destino=OJAI | fecha=2025-12-23 | hora=00:37
    id=882628 | destino=EDDI | fecha=2025-12-23 | hora=00:37
    id=882647 | destino=EDDI | fecha=2025-12-23 | hora=00:36
    id=882636 | destino=SVMI | fecha=2025-12-23 | hora=00:37
    id=882649 | destino=SVMI | fecha=2025-12-23 | hora=00:36
    id=882614 | destino=OPKC | fecha=2025-12-23 | hora=00:38
    id=882651 | destino=OPKC | fecha=2025-12-23 | hora=00:37
    id=882623 | destino=UMMS | fecha=2025-12-23 | hora=00:38
    id=882627 | destino=OAKB | fecha=2025-12-23 | hora=00:38
    id=882617 | destino=SKBO | fecha=2025-12-23 | hora=00:39
    id=882622 | destino=LATI | fecha=2025-12-23 | hora=00:40
    id=882629 | destino=SLLP | fecha=2025-12-23 | hora=00:40
    id=882639 | destino=SEQM | fecha=2025-12-23 | hora=00:40
    id=882657 | destino=SLLP | fecha=2025-12-23 | hora=00:40
    id=882632 | destino=LBSF | fecha=2025-12-23 | hora=00:41
    id=882660 | destino=LBSF | fecha=2025-12-23 | hora=00:38
    id=882645 | destino=LKPR | fecha=2025-12-23 | hora=00:41
    id=882662 | destino=LKPR | fecha=2025-12-23 | hora=00:39
    id=882633 | destino=LDZA | fecha=2025-12-23 | hora=00:42
    id=882644 | destino=SGAS | fecha=2025-12-23 | hora=00:42
    id=882565 | destino=LOWW | fecha=2025-12-23 | hora=00:43
    id=882666 | destino=LOWW | fecha=2025-12-23 | hora=00:00
    id=882594 | destino=EKCH | fecha=2025-12-23 | hora=00:43
    id=882626 | destino=SUAA | fecha=2025-12-23 | hora=00:43
    id=882654 | destino=OAKB | fecha=2025-12-23 | hora=00:43
    id=882620 | destino=OOMS | fecha=2025-12-23 | hora=00:44
    id=882630 | destino=SCEL | fecha=2025-12-23 | hora=00:44
    id=882635 | destino=OYSN | fecha=2025-12-23 | hora=00:44
    id=882673 | destino=OYSN | fecha=2025-12-23 | hora=00:41
    id=882641 | destino=EHAM | fecha=2025-12-23 | hora=00:44
    id=882648 | destino=EDDI | fecha=2025-12-23 | hora=00:44
    id=882650 | destino=SVMI | fecha=2025-12-23 | hora=00:44
    id=882655 | destino=SKBO | fecha=2025-12-23 | hora=00:44
    id=882675 | destino=EHAM | fecha=2025-12-23 | hora=00:44
    id=882642 | destino=OERK | fecha=2025-12-23 | hora=00:45
    id=882643 | destino=OMDB | fecha=2025-12-23 | hora=00:45
    id=882656 | destino=LATI | fecha=2025-12-23 | hora=00:45
    id=882661 | destino=LBSF | fecha=2025-12-23 | hora=00:45
    id=882663 | destino=LKPR | fecha=2025-12-23 | hora=00:45
    id=882674 | destino=OYSN | fecha=2025-12-23 | hora=00:45
    id=882678 | destino=SKBO | fecha=2025-12-23 | hora=00:45
    id=882679 | destino=EHAM | fecha=2025-12-23 | hora=00:45
    id=882682 | destino=LATI | fecha=2025-12-23 | hora=00:45
    id=882688 | destino=LATI | fecha=2025-12-23 | hora=00:45
    id=882652 | destino=OPKC | fecha=2025-12-23 | hora=00:46
    id=882640 | destino=SABE | fecha=2025-12-23 | hora=00:47
    id=882677 | destino=SVMI | fecha=2025-12-23 | hora=00:47
    id=882658 | destino=SEQM | fecha=2025-12-23 | hora=00:48
    id=882659 | destino=SLLP | fecha=2025-12-23 | hora=00:48
    id=882683 | destino=LBSF | fecha=2025-12-23 | hora=00:48
    id=882653 | destino=UMMS | fecha=2025-12-23 | hora=00:49
    id=882664 | destino=LDZA | fecha=2025-12-23 | hora=00:49
    id=882672 | destino=SCEL | fecha=2025-12-23 | hora=00:49
    id=882698 | destino=SCEL | fecha=2025-12-23 | hora=00:44
    id=882681 | destino=OMDB | fecha=2025-12-23 | hora=00:49
    id=882588 | destino=OSDI | fecha=2025-12-23 | hora=00:50
    id=882646 | destino=OJAI | fecha=2025-12-23 | hora=00:50
    id=882668 | destino=EKCH | fecha=2025-12-23 | hora=00:50
    id=882692 | destino=SVMI | fecha=2025-12-23 | hora=00:50
    id=882665 | destino=SGAS | fecha=2025-12-23 | hora=00:51
    id=882687 | destino=EHAM | fecha=2025-12-23 | hora=00:51
    id=882690 | destino=OPKC | fecha=2025-12-23 | hora=00:51
    id=882693 | destino=SEQM | fecha=2025-12-23 | hora=00:51
    id=882708 | destino=SEQM | fecha=2025-12-23 | hora=00:49
    id=882670 | destino=OAKB | fecha=2025-12-23 | hora=00:52
    id=882710 | destino=OAKB | fecha=2025-12-23 | hora=00:05
    id=882676 | destino=EDDI | fecha=2025-12-23 | hora=00:52
    id=882684 | destino=LKPR | fecha=2025-12-23 | hora=00:52
    id=882695 | destino=LBSF | fecha=2025-12-23 | hora=00:52
    id=882709 | destino=SEQM | fecha=2025-12-23 | hora=00:52
    id=882713 | destino=LKPR | fecha=2025-12-23 | hora=00:52
    id=882716 | destino=LKPR | fecha=2025-12-23 | hora=00:01
    id=882717 | destino=LKPR | fecha=2025-12-23 | hora=00:01
    id=882686 | destino=SKBO | fecha=2025-12-23 | hora=00:53
    id=882719 | destino=SKBO | fecha=2025-12-23 | hora=00:50
    id=882694 | destino=SLLP | fecha=2025-12-23 | hora=00:53
    id=882721 | destino=SLLP | fecha=2025-12-23 | hora=00:04
    id=882720 | destino=SKBO | fecha=2025-12-23 | hora=00:53
    id=882669 | destino=SUAA | fecha=2025-12-23 | hora=00:54
    id=882696 | destino=UMMS | fecha=2025-12-23 | hora=00:54
    id=882704 | destino=SVMI | fecha=2025-12-23 | hora=00:54
    id=882726 | destino=SVMI | fecha=2025-12-23 | hora=00:51
    id=882714 | destino=LBSF | fecha=2025-12-23 | hora=00:54
    id=882685 | destino=OYSN | fecha=2025-12-23 | hora=00:55
    id=882729 | destino=OYSN | fecha=2025-12-23 | hora=00:01
    id=882712 | destino=EDDI | fecha=2025-12-23 | hora=00:55
    id=882731 | destino=EDDI | fecha=2025-12-23 | hora=00:04
    id=882727 | destino=SVMI | fecha=2025-12-23 | hora=00:55
    id=882589 | destino=VIDP | fecha=2025-12-23 | hora=00:56
    id=882689 | destino=LATI | fecha=2025-12-23 | hora=00:56
    id=882735 | destino=LATI | fecha=2025-12-23 | hora=00:52
    id=882700 | destino=OMDB | fecha=2025-12-23 | hora=00:56
    id=882737 | destino=OMDB | fecha=2025-12-23 | hora=00:53
    id=882738 | destino=OMDB | fecha=2025-12-23 | hora=00:03
    id=882723 | destino=SKBO | fecha=2025-12-23 | hora=00:56
    id=882728 | destino=LBSF | fecha=2025-12-23 | hora=00:56
    id=882671 | destino=OOMS | fecha=2025-12-23 | hora=00:57
    id=882699 | destino=SCEL | fecha=2025-12-23 | hora=00:57
    id=882743 | destino=SCEL | fecha=2025-12-23 | hora=00:00
    id=882702 | destino=OJAI | fecha=2025-12-23 | hora=00:57
    id=882707 | destino=OPKC | fecha=2025-12-23 | hora=00:57
    id=882746 | destino=OPKC | fecha=2025-12-23 | hora=00:56
    id=882747 | destino=OPKC | fecha=2025-12-23 | hora=00:00
    id=882706 | destino=EHAM | fecha=2025-12-23 | hora=00:58
    id=882749 | destino=EHAM | fecha=2025-12-23 | hora=00:57
    id=882725 | destino=UMMS | fecha=2025-12-23 | hora=00:58
    id=882733 | destino=SVMI | fecha=2025-12-23 | hora=00:58
    id=882752 | destino=SVMI | fecha=2025-12-23 | hora=00:00
    id=882745 | destino=OJAI | fecha=2025-12-23 | hora=00:58
    id=882599 | destino=SBBR | fecha=2025-12-23 | hora=00:59
    id=882680 | destino=OERK | fecha=2025-12-23 | hora=00:59
    id=882697 | destino=LDZA | fecha=2025-12-23 | hora=00:59
    id=882705 | destino=SGAS | fecha=2025-12-23 | hora=00:59
    id=882715 | destino=SEQM | fecha=2025-12-23 | hora=00:59
    id=882736 | destino=LATI | fecha=2025-12-23 | hora=00:59
    id=882744 | destino=SCEL | fecha=2025-12-23 | hora=00:59
    id=882759 | destino=SEQM | fecha=2025-12-23 | hora=00:59
    id=882762 | destino=SEQM | fecha=2025-12-23 | hora=00:02
    id=882703 | destino=EKCH | fecha=2025-12-23 | hora=01:00
    id=882742 | destino=OOMS | fecha=2025-12-23 | hora=01:01
    id=882730 | destino=OYSN | fecha=2025-12-23 | hora=01:02
    id=882741 | destino=LBSF | fecha=2025-12-23 | hora=01:03
    id=882758 | destino=SGAS | fecha=2025-12-23 | hora=01:04
    id=882750 | destino=EHAM | fecha=2025-12-23 | hora=01:05
    id=882754 | destino=OJAI | fecha=2025-12-23 | hora=01:05
    id=882757 | destino=LDZA | fecha=2025-12-23 | hora=01:05
    id=882763 | destino=SEQM | fecha=2025-12-23 | hora=01:05
    id=882691 | destino=SABE | fecha=2025-12-23 | hora=01:06
    id=882722 | destino=SLLP | fecha=2025-12-23 | hora=01:06
    id=882732 | destino=EDDI | fecha=2025-12-23 | hora=01:06
    id=882739 | destino=OMDB | fecha=2025-12-23 | hora=01:06
    id=882748 | destino=OPKC | fecha=2025-12-23 | hora=01:06
    id=882772 | destino=SEQM | fecha=2025-12-23 | hora=01:06
    id=882766 | destino=OYSN | fecha=2025-12-23 | hora=01:07
    id=882718 | destino=LKPR | fecha=2025-12-23 | hora=01:08
    id=882780 | destino=LKPR | fecha=2025-12-23 | hora=01:06
    id=882740 | destino=SKBO | fecha=2025-12-23 | hora=01:08
    id=882753 | destino=SVMI | fecha=2025-12-23 | hora=01:08
    id=882783 | destino=SVMI | fecha=2025-12-23 | hora=01:06
    id=882761 | destino=SCEL | fecha=2025-12-23 | hora=01:08
    id=882785 | destino=SCEL | fecha=2025-12-23 | hora=01:07
    id=882774 | destino=SLLP | fecha=2025-12-23 | hora=01:08
    id=882711 | destino=OAKB | fecha=2025-12-23 | hora=01:09
    id=882751 | destino=UMMS | fecha=2025-12-23 | hora=01:09
    id=882760 | destino=LATI | fecha=2025-12-23 | hora=01:09
    id=882790 | destino=LATI | fecha=2025-12-23 | hora=01:07
    id=882767 | destino=LBSF | fecha=2025-12-23 | hora=01:09
    id=882792 | destino=LBSF | fecha=2025-12-23 | hora=01:08
    id=882776 | destino=OMDB | fecha=2025-12-23 | hora=01:09
    id=882778 | destino=SEQM | fecha=2025-12-23 | hora=01:09
    id=882786 | destino=SCEL | fecha=2025-12-23 | hora=01:10
    id=882770 | destino=OJAI | fecha=2025-12-23 | hora=01:11
    id=882775 | destino=EDDI | fecha=2025-12-23 | hora=01:11
    id=882782 | destino=SKBO | fecha=2025-12-23 | hora=01:11
    id=882799 | destino=SKBO | fecha=2025-12-23 | hora=01:10
    id=882794 | destino=OMDB | fecha=2025-12-23 | hora=01:11
    id=882667 | destino=LOWW | fecha=2025-12-23 | hora=01:12
    id=882756 | destino=OERK | fecha=2025-12-23 | hora=01:12
    id=882769 | destino=EHAM | fecha=2025-12-23 | hora=01:12
    id=882777 | destino=OPKC | fecha=2025-12-23 | hora=01:12
    id=882797 | destino=OJAI | fecha=2025-12-23 | hora=01:12
    id=882701 | destino=OSDI | fecha=2025-12-23 | hora=01:13
    id=882771 | destino=LDZA | fecha=2025-12-23 | hora=01:13
    id=882779 | destino=OYSN | fecha=2025-12-23 | hora=01:13
    id=882784 | destino=SVMI | fecha=2025-12-23 | hora=01:13
    id=882810 | destino=SVMI | fecha=2025-12-23 | hora=01:13
    id=882724 | destino=SUAA | fecha=2025-12-23 | hora=01:14
    id=882764 | destino=EKCH | fecha=2025-12-23 | hora=01:14
    id=882765 | destino=OOMS | fecha=2025-12-23 | hora=01:14
    id=882791 | destino=LATI | fecha=2025-12-23 | hora=01:14
    id=882796 | destino=SCEL | fecha=2025-12-23 | hora=01:14
    id=882798 | destino=EDDI | fecha=2025-12-23 | hora=01:14
    id=882804 | destino=EHAM | fecha=2025-12-23 | hora=01:14
    id=882818 | destino=EHAM | fecha=2025-12-23 | hora=01:14
    id=882734 | destino=VIDP | fecha=2025-12-23 | hora=01:15
    id=882781 | destino=LKPR | fecha=2025-12-23 | hora=01:15
    id=882795 | destino=SEQM | fecha=2025-12-23 | hora=01:15
    id=882800 | destino=SKBO | fecha=2025-12-23 | hora=01:15
    id=882821 | destino=LKPR | fecha=2025-12-23 | hora=01:15
    id=882803 | destino=OERK | fecha=2025-12-23 | hora=01:16
    id=882815 | destino=LATI | fecha=2025-12-23 | hora=01:16
    id=882824 | destino=LKPR | fecha=2025-12-23 | hora=01:16
    id=882801 | destino=OMDB | fecha=2025-12-23 | hora=01:17
    id=882805 | destino=OPKC | fecha=2025-12-23 | hora=01:17
    id=882811 | destino=SVMI | fecha=2025-12-23 | hora=01:17
    id=882830 | destino=SVMI | fecha=2025-12-23 | hora=01:15
    id=882817 | destino=EDDI | fecha=2025-12-23 | hora=01:17
    id=882787 | destino=SLLP | fecha=2025-12-23 | hora=01:18
    id=882833 | destino=SLLP | fecha=2025-12-23 | hora=01:16
    id=882806 | destino=OJAI | fecha=2025-12-23 | hora=01:18
    id=882768 | destino=SGAS | fecha=2025-12-23 | hora=01:19
    id=882788 | destino=OAKB | fecha=2025-12-23 | hora=01:19
    id=882793 | destino=LBSF | fecha=2025-12-23 | hora=01:19
    id=882809 | destino=OYSN | fecha=2025-12-23 | hora=01:19
    id=882822 | destino=SEQM | fecha=2025-12-23 | hora=01:19
    id=882823 | destino=SKBO | fecha=2025-12-23 | hora=01:19
    id=882840 | destino=SEQM | fecha=2025-12-23 | hora=01:19
    id=882842 | destino=SEQM | fecha=2025-12-23 | hora=01:18
    id=882814 | destino=OOMS | fecha=2025-12-23 | hora=01:20
    id=882829 | destino=OPKC | fecha=2025-12-23 | hora=01:20
    id=882845 | destino=OPKC | fecha=2025-12-23 | hora=01:20
    id=882773 | destino=SABE | fecha=2025-12-23 | hora=01:21
    id=882789 | destino=UMMS | fecha=2025-12-23 | hora=01:21
    id=882834 | destino=SLLP | fecha=2025-12-23 | hora=01:21
    id=882838 | destino=LBSF | fecha=2025-12-23 | hora=01:21
    id=882841 | destino=SKBO | fecha=2025-12-23 | hora=01:21
    id=882846 | destino=OPKC | fecha=2025-12-23 | hora=01:21
    id=882816 | destino=SCEL | fecha=2025-12-23 | hora=01:22
    id=882825 | destino=OERK | fecha=2025-12-23 | hora=01:22
    id=882831 | destino=SVMI | fecha=2025-12-23 | hora=01:22
    id=882819 | destino=EHAM | fecha=2025-12-23 | hora=01:23
    id=882856 | destino=EHAM | fecha=2025-12-23 | hora=01:21
    id=882826 | destino=LATI | fecha=2025-12-23 | hora=01:23
    id=882858 | destino=LATI | fecha=2025-12-23 | hora=01:20
    id=882828 | destino=OMDB | fecha=2025-12-23 | hora=01:23
    id=882850 | destino=LBSF | fecha=2025-12-23 | hora=01:23
    id=882755 | destino=SBBR | fecha=2025-12-23 | hora=01:24
    id=882808 | destino=LDZA | fecha=2025-12-23 | hora=01:24
    id=882836 | destino=SGAS | fecha=2025-12-23 | hora=01:24
    id=882843 | destino=SEQM | fecha=2025-12-23 | hora=01:24
    id=882861 | destino=LBSF | fecha=2025-12-23 | hora=01:24
    id=882832 | destino=EDDI | fecha=2025-12-23 | hora=01:25
    id=882835 | destino=OJAI | fecha=2025-12-23 | hora=01:25
    id=882860 | destino=OMDB | fecha=2025-12-23 | hora=01:25
    id=882812 | destino=SUAA | fecha=2025-12-23 | hora=01:26
    id=882837 | destino=OAKB | fecha=2025-12-23 | hora=01:26
    id=882871 | destino=OAKB | fecha=2025-12-23 | hora=01:24
    id=882853 | destino=SCEL | fecha=2025-12-23 | hora=01:26
    id=882813 | destino=EKCH | fecha=2025-12-23 | hora=01:27
    id=882848 | destino=UMMS | fecha=2025-12-23 | hora=01:27
    id=882849 | destino=SLLP | fecha=2025-12-23 | hora=01:27
    id=882869 | destino=OMDB | fecha=2025-12-23 | hora=01:27
    id=882875 | destino=UMMS | fecha=2025-12-23 | hora=01:28
    id=882827 | destino=LKPR | fecha=2025-12-23 | hora=01:29
    id=882879 | destino=LKPR | fecha=2025-12-23 | hora=01:26
    id=882839 | destino=OYSN | fecha=2025-12-23 | hora=01:29
    id=882855 | destino=SVMI | fecha=2025-12-23 | hora=01:29
    id=882859 | destino=LATI | fecha=2025-12-23 | hora=01:29
    id=882882 | destino=SVMI | fecha=2025-12-23 | hora=01:29
    id=882851 | destino=SKBO | fecha=2025-12-23 | hora=01:30
    id=882857 | destino=EHAM | fecha=2025-12-23 | hora=01:30
    id=882886 | destino=EHAM | fecha=2025-12-23 | hora=01:29
    id=882867 | destino=EDDI | fecha=2025-12-23 | hora=01:30
    id=882873 | destino=SCEL | fecha=2025-12-23 | hora=01:30
    id=882889 | destino=SCEL | fecha=2025-12-23 | hora=01:29
    id=882877 | destino=OMDB | fecha=2025-12-23 | hora=01:30
    id=882883 | destino=LATI | fecha=2025-12-23 | hora=01:30
    id=882885 | destino=SKBO | fecha=2025-12-23 | hora=01:30
    id=882852 | destino=OPKC | fecha=2025-12-23 | hora=01:31
    id=882884 | destino=SVMI | fecha=2025-12-23 | hora=01:31
    id=882888 | destino=EDDI | fecha=2025-12-23 | hora=01:31
    id=882895 | destino=SVMI | fecha=2025-12-23 | hora=01:31
    id=882864 | destino=SGAS | fecha=2025-12-23 | hora=01:32
    id=882847 | destino=SABE | fecha=2025-12-23 | hora=01:33
    id=882865 | destino=SEQM | fecha=2025-12-23 | hora=01:33
    id=882870 | destino=SUAA | fecha=2025-12-23 | hora=01:33
    id=882876 | destino=SLLP | fecha=2025-12-23 | hora=01:33
    id=882881 | destino=OYSN | fecha=2025-12-23 | hora=01:33
    id=882894 | destino=OPKC | fecha=2025-12-23 | hora=01:33
    id=882807 | destino=OSDI | fecha=2025-12-23 | hora=01:34
    id=882868 | destino=OJAI | fecha=2025-12-23 | hora=01:34
    id=882854 | destino=OERK | fecha=2025-12-23 | hora=01:35
    id=882880 | destino=LKPR | fecha=2025-12-23 | hora=01:35
    id=882890 | destino=SCEL | fecha=2025-12-23 | hora=01:35
    id=882903 | destino=OYSN | fecha=2025-12-23 | hora=01:35
    id=882802 | destino=LOWW | fecha=2025-12-23 | hora=01:36
    id=882866 | destino=LBSF | fecha=2025-12-23 | hora=01:36
    id=882912 | destino=LBSF | fecha=2025-12-23 | hora=01:34
    id=882892 | destino=LATI | fecha=2025-12-23 | hora=01:36
    id=882900 | destino=SEQM | fecha=2025-12-23 | hora=01:36
    id=882863 | destino=LDZA | fecha=2025-12-23 | hora=01:37
    id=882874 | destino=EKCH | fecha=2025-12-23 | hora=01:38
    id=882913 | destino=LBSF | fecha=2025-12-23 | hora=01:38
    id=882915 | destino=SEQM | fecha=2025-12-23 | hora=01:38
    id=882844 | destino=OOMS | fecha=2025-12-23 | hora=01:39
